iter	Logloss
152	0.2551015091
153	0.2542206955
154	0.2536294556
155	0.2531107903
156	0.2525772095
157	0.2518138313
158	0.251159668
159	0.2506780243
160	0.2503407288
161	0.2496660614
162	0.2489114952
163	0.2486349869
164	0.2480458832
165	0.2476590729
166	0.2470710754
167	0.2464115143
168	0.2457646179
169	0.2453494644
170	0.2446460533
171	0.2442754364
172	0.2438837051
173	0.2431025696
174	0.2423815155
175	0.2416854668
176	0.241281662
177	0.2408721542
178	0.2402202415
179	0.2398513794
180	0.2392419434
181	0.2388693047
182	0.2384889793
183	0.2382114983
184	0.2378195572
185	0.2373575783
186	0.2368050003
187	0.2362378693
188	0.2356601143
189	0.2352654266
190	0.2348904037
191	0.2342642784
192	0.2337763977
193	0.2333312416
194	0.2326473236
195	0.232329483
196	0.2321254349
197	0.2318737221
198	0.2314598083
199	0.2311405182
200	0.2307827759
201	0.2303692818
202	0.2301093674
203	0.2296088219
204	0.2289684105
205	0.228664875
206	0.2283422089
207	0.2278044128
208	0.2273778915
209	0.2270768166
210	0.2264578056
211	0.2261281967
212	0.2255957794
213	0.2251327324
214	0.224796257
215	0.2245091248
216	0.224174118
217	0.2237176895
218	0.2233403015
219	0.2228386116
220	0.222465992
221	0.2222467232
222	0.2219953156
223	0.2216407394
224	0.2212205505
225	0.2209921837
226	0.2205607033
227	0.2201024246
228	0.2197303963
229	0.2193620491
230	0.219155674
231	0.2185636139
232	0.2180791092
233	0.2177098656
234	0.2173246765
235	0.2167992783
236	0.2165484238
237	0.2162224197
238	0.2157356834
239	0.2153512955
240	0.2149685478
241	0.2145760155
242	0.2141551399
243	0.2138526726
244	0.2135440254
245	0.2132540131
246	0.2129015732
247	0.2124864197
248	0.2122051811
249	0.2120103836
250	0.2116905212
251	0.2114550781
252	0.2110616493
253	0.2108597565
254	0.2105641174
255	0.2102855682
256	0.2100835037
257	0.2098561859
258	0.2093634796
259	0.2091097641
260	0.2088734818
261	0.20866642
262	0.2084505653
263	0.2081436157
264	0.2077647781
265	0.2074213409
266	0.2071714401
267	0.2068796539
268	0.2066352844
269	0.2062620544
270	0.2058406448
271	0.2055480385
272	0.2053773117
273	0.2051186752
274	0.2048565674
275	0.2045763779
276	0.2043503952
277	0.2040438843
278	0.2037351036
279	0.2034906006
280	0.2032799721
281	0.2030578995
282	0.2028206825
283	0.2025037766
284	0.2023307991
285	0.2019853592
286	0.2018228149
287	0.2015505791
288	0.201245079
289	0.2010970306
290	0.2008841324
291	0.2006238556
292	0.200274868
293	0.2000639343
294	0.1997558975
295	0.199374733
296	0.1989746094
297	0.1988375664
298	0.1986188889
299	0.1982369995
300	0.1980472565
301	0.1979250336
302	0.1976329803
303	0.1974224281
304	0.1971045303
305	0.1967263412
306	0.1964894104
307	0.1962745476
308	0.1960808563
309	0.1956459618
310	0.1953598976
311	0.1951326561
312	0.1949158096
313	0.194731636
314	0.1945046234
315	0.194322319
316	0.1941626358
317	0.193918438
318	0.1936785698
319	0.193412056
320	0.1931759644
321	0.1928161049
322	0.1924995041
323	0.1921390533
324	0.1919696808
325	0.1918938828
326	0.1917012978
327	0.1914731026
328	0.1911492538
329	0.1908939362
330	0.1907882118
331	0.1904562187
332	0.1901556778
333	0.1900389481
334	0.18986866
335	0.1897193718
336	0.1893734169
337	0.1891722107
338	0.1888904572
339	0.1885514069
340	0.1883046722
341	0.1880050468
342	0.1877607727
343	0.1875643158
344	0.1874042892
345	0.18728405
346	0.1870949554
347	0.1869321442
348	0.186800499
349	0.1866769409
350	0.1865579605
351	0.1863323593
352	0.1861585045
353	0.1860308456
354	0.1858898926
355	0.1856627655
356	0.1853134727
357	0.1851694489
358	0.1849566269
359	0.184773941
360	0.1845354652
361	0.184309597
362	0.1841622543
363	0.1840204048
364	0.1839080429
365	0.1835982895
366	0.183327961
367	0.1831490707
368	0.1828560257
369	0.1827086258
370	0.1826441193
371	0.1824953842
372	0.1823462105
373	0.1820972061
374	0.1819789886
375	0.1818026924
376	0.1815961838
377	0.1812905884
378	0.1810890579
379	0.1808227539
380	0.1806315613
381	0.1804558945
382	0.1802645111
383	0.1800920105
384	0.1799283409
385	0.1797049713
386	0.1793215561
387	0.1791344261
388	0.178874321
389	0.178734417
390	0.1784168243
391	0.1781864357
392	0.1780105591
393	0.1778540802
394	0.1775890541
395	0.1774004745
396	0.1772398376
397	0.1771180344
398	0.1769271851
399	0.1767456627
400	0.1764744759
401	0.1762787056
402	0.176130867
403	0.1759038925
404	0.1757579994
405	0.1756702805
406	0.1752696609
407	0.1750820541
408	0.1747676086
409	0.1746165848
410	0.1745046616
411	0.1743352699
412	0.174164257
413	0.1740289688
414	0.1737663651
415	0.1735699081
416	0.1734072113
417	0.173285408
418	0.1730668449
419	0.1729292679
420	0.172649231
421	0.1723975372
422	0.1722122383
423	0.1719708633
424	0.1717958069
425	0.1716045952
426	0.1713361549
427	0.1711906433
428	0.1709896088
429	0.1707855225
430	0.1705169487
431	0.1702991486
432	0.1701322937
433	0.1699387741
434	0.1697515869
435	0.1696086884
436	0.1694630241
437	0.16936203
438	0.1690653229
439	0.1689402771
440	0.1688124275
441	0.1686108017
442	0.1684008598
443	0.1681335449
444	0.1679174423
445	0.1677333832
446	0.167462616
447	0.1672419167
448	0.1671451569
449	0.166980381
450	0.1668027878
451	0.1666368866
452	0.1665176773
453	0.1663251495
454	0.1660283661
455	0.1659367752
456	0.165642128
457	0.1653309631
458	0.1651818085
459	0.1650694275
460	0.1648402405
461	0.1646621895
462	0.1645193863
463	0.1643743134
464	0.1642084122
465	0.1640591621
466	0.163850956
467	0.1637095261
468	0.1635012054
469	0.1632482529
470	0.1631132889
471	0.1630133438
472	0.1628507996
473	0.1627035332
474	0.1625070763
475	0.1623769379
476	0.1622430038
477	0.1620991898
478	0.161854496
479	0.1616440964
480	0.1613085556
481	0.1612088394
482	0.161030426
483	0.1608676147
484	0.1607280731
485	0.1604490089
486	0.1602733612
487	0.160116539
488	0.1598560619
489	0.1597254181
490	0.1596354485
491	0.1593695259
492	0.1592483139
493	0.1590721703
494	0.159003849
495	0.1588007832
496	0.1585331154
497	0.1582571697
498	0.1581974411
499	0.1580638695
500	0.1578962708
501	0.1578296852
502	0.157596283
503	0.1574002934
504	0.1572074223
505	0.1570098305
506	0.1568369865
507	0.1566490555
508	0.1564798355
509	0.156408596
510	0.1562474346
511	0.1561111832
512	0.1559609413
513	0.1557584381
514	0.1555555534
515	0.1553756237
516	0.1552384186
517	0.1550154686
518	0.1548275566
519	0.1546654129
520	0.1544661236
521	0.1544006443
522	0.1542267799
523	0.1541256905
524	0.1539572716
525	0.1537360668
526	0.1535569
527	0.1534318352
528	0.1532485771
529	0.1531582928
530	0.1528660774
531	0.1528265953
532	0.152601223
533	0.1525216961
534	0.1523523808
535	0.1521846676
536	0.1520553207
537	0.1519037914
538	0.1516386986
539	0.1515611267
540	0.1513825512
541	0.1512453747
542	0.1511291313
543	0.1510171127
544	0.1508462906
545	0.1507189178
546	0.1506141186
547	0.1505035591
548	0.1503404331
549	0.1501427269
550	0.1499899673
551	0.1498394489
552	0.1496778679
553	0.149492712
554	0.1492372513
555	0.149075222
556	0.1489716244
557	0.1488681412
558	0.148819294
559	0.148657341
560	0.1485533237
561	0.1484091854
562	0.1482052231
563	0.1480094433
564	0.1478726959
565	0.1477052402
566	0.1474252319
567	0.1472519875
568	0.1470062065
569	0.1468157864
570	0.1466463089
571	0.146444416
572	0.1463408566
573	0.1461440945
574	0.1458784962
575	0.1457916069
576	0.1456600761
577	0.1455440331
578	0.1453805256
579	0.1451883125
580	0.145051527
581	0.1449183083
582	0.1448475456
583	0.1447283363
584	0.1443735695
585	0.1442303181
586	0.1440834141
587	0.1437823009
588	0.1435064793
589	0.143327961
590	0.1432089233
591	0.1430541229
592	0.1428909016
593	0.1427386284
594	0.1425779533
595	0.1424394989
596	0.1421907997
597	0.1420784664
598	0.1419837952
599	0.1418482113
600	0.1416827583
601	0.1415819168
602	0.1414928913
603	0.1413084984
604	0.1412181759
605	0.1410136032
606	0.1409387016
607	0.1406390953
608	0.140524683
609	0.1403322697
610	0.1401184082
611	0.1399353886
612	0.1398189831
613	0.1396602821
614	0.1395051193
615	0.1392659569
616	0.1390487862
617	0.1389035988
618	0.1387248898
619	0.1384877968
620	0.1383027649
621	0.1381643486
622	0.1380086994
623	0.1378997421
624	0.1378000832
625	0.137599659
626	0.1373970318
627	0.1372337818
628	0.1370921516
629	0.1367151451
630	0.1364782429
631	0.13627882
632	0.1360715961
633	0.1358926773
634	0.135767231
635	0.1356616783
636	0.1354413223
637	0.1352122116
638	0.134996624
639	0.1348567772
640	0.1346635246
641	0.1345989418
642	0.1345024681
643	0.1343391609
644	0.1342498779
645	0.1340501595
646	0.1338931084
647	0.1336753273
648	0.133576622
649	0.1334884262
650	0.1333466816
651	0.1332189941
652	0.1331287956
653	0.1329802418
654	0.1329276562
655	0.1326996994
656	0.1325671005
657	0.1324627304
658	0.1322877407
659	0.1322172165
660	0.1321460629
661	0.131985836
662	0.1318720627
663	0.131744194
664	0.1316248989
665	0.131508007
666	0.1313551903
667	0.1311871147
668	0.1311002159
669	0.1309781647
670	0.1308317566
671	0.1307532883
672	0.13061306
673	0.1304571819
674	0.1303244972
675	0.1302463341
676	0.1300884914
677	0.1299853706
678	0.1298139286
679	0.1296875858
680	0.1295607948
681	0.1293836117
682	0.1292931557
683	0.1291028023
684	0.1290021133
685	0.1288662529
686	0.1287116814
687	0.1285778809
688	0.1284725761
689	0.1283216667
690	0.1282128239
691	0.1280450249
692	0.1278302765
693	0.1277464008
694	0.1275922203
695	0.1274845695
696	0.1273139954
697	0.1272226048
698	0.1269906616
699	0.1267884636
700	0.126746273
701	0.1266112232
702	0.1264968872
703	0.1263617134
704	0.1262370586
705	0.1261335182
706	0.1259874725
707	0.1258207417
708	0.1256511116
709	0.1255888748
710	0.1254746437
711	0.125284481
712	0.1251500702
713	0.1249478912
714	0.1248389626
715	0.1247402573
716	0.1246110725
717	0.1244794273
718	0.1243518639
719	0.1240975189
720	0.1239559269
721	0.1237573051
722	0.1236829567
723	0.1235311604
724	0.123464756
725	0.1233338165
726	0.1232271862
727	0.1231162262
728	0.1229221916
729	0.1227794647
730	0.1226209545
731	0.1225464821
732	0.1223746109
733	0.1222449207
734	0.122131424
735	0.1219932747
736	0.1218326759
737	0.1216567993
738	0.1213467026
739	0.1211735058
740	0.120954895
741	0.1208982849
742	0.1208624935
743	0.1207925987
744	0.1206249619
745	0.1205142021
746	0.1204055977
747	0.120269928
748	0.1201223564
749	0.1200211906
750	0.1198605824
751	0.1196335125
752	0.1195471478
753	0.1194453621
754	0.1193923283
755	0.1192653275
756	0.1190740585
757	0.1188680649
758	0.1187338734
759	0.1186765766
760	0.1184750557
761	0.1183525562
762	0.1181471634
763	0.1180718327
764	0.1178845882
765	0.1177481079
766	0.1176011181
767	0.1174192524
768	0.1172517681
769	0.1171118736
770	0.1170025826
771	0.1169042015
772	0.1168300056
773	0.1166654968
774	0.1164757252
775	0.1163200855
776	0.11612813
777	0.116023531
778	0.1159008408
779	0.115842762
780	0.1157091427
781	0.1156289291
782	0.1155685711
783	0.1154464626
784	0.1153451347
785	0.1152414703
786	0.1150692558
787	0.114882412
788	0.1147537327
789	0.1146627617
790	0.1145124054
791	0.1144418526
792	0.1143629837
793	0.1142773628
794	0.1140936661
795	0.1139702702
796	0.1138989735
797	0.1137883759
798	0.1136795807
799	0.1135908699
800	0.1133886528
801	0.1132642269
802	0.1131400204
803	0.1129594803
804	0.112893095
805	0.1128445244
806	0.112726984
807	0.1126172733
808	0.1124701881
809	0.1123470211
810	0.1122161388
811	0.1121372414
812	0.1119857502
813	0.1118802547
814	0.1117692661
815	0.1116240692
816	0.1115069389
817	0.1113309288
818	0.1111991882
819	0.111085453
820	0.1110057354
821	0.1108524323
822	0.1107599545
823	0.1106245613
824	0.1105472183
825	0.1104587936
826	0.1103645897
827	0.1102507496
828	0.1100443935
829	0.109895401
830	0.1097669888
831	0.1096618843
832	0.1095913029
833	0.1094568062
834	0.109262104
835	0.1091112518
836	0.1089808655
837	0.108912096
838	0.1087769604
839	0.1085750008
840	0.1084768581
841	0.1083732605
842	0.1082814598
843	0.1081623936
844	0.1080845261
845	0.1079877281
846	0.1079138756
847	0.1077279663
848	0.1076031303
849	0.1075286293
850	0.1074950218
851	0.1074088192
852	0.1072663307
853	0.1072128296
854	0.1070555401
855	0.1068789482
856	0.1068072319
857	0.1066844177
858	0.1066058922
859	0.1064967918
860	0.106317997
861	0.1061482525
862	0.1060898399
863	0.1060247993
864	0.1058502102
865	0.1057068443
866	0.10561059
867	0.1055456161
868	0.1054489613
869	0.1053471565
870	0.105252943
871	0.1051986599
872	0.1050636864
873	0.104959259
874	0.1047754288
875	0.1046490765
876	0.1045641613
877	0.1044384575
878	0.104343071
879	0.1042600727
880	0.1042181683
881	0.1040961075
882	0.1039589119
883	0.1038431072
884	0.1037511444
885	0.1036264801
886	0.1035415745
887	0.1034292221
888	0.1033142948
889	0.1031149101
890	0.1030209446
891	0.1029957104
892	0.1029374218
893	0.1028800583
894	0.1028361702
895	0.1027365875
896	0.1026073456
897	0.1025454903
898	0.1024347878
899	0.1022798538
900	0.1021238232
901	0.1020219421
902	0.1019282627
903	0.10184021
904	0.1016975975
905	0.1016622162
906	0.1015878582
907	0.1015031242
908	0.1013661289
909	0.1012418365
910	0.1010713196
911	0.1009412766
912	0.1009211159
913	0.1008116531
914	0.1007726383
915	0.1006497574
916	0.1005339336
917	0.1004135132
918	0.1003043365
919	0.1002040768
920	0.1001116753
921	0.10002882
922	0.09995248795
923	0.09981842041
924	0.09977771759
925	0.09970510483
926	0.09965526581
927	0.09952928543
928	0.09945508957
929	0.09935344696
930	0.09926851273
931	0.09915498734
932	0.09899145126
933	0.09885931969
934	0.09875764847
935	0.09867961884
936	0.09849747658
937	0.09838096619
938	0.09833537102
939	0.09819896698
940	0.09818327904
941	0.09803339005
942	0.09788196564
943	0.09784014702
944	0.0977347374
945	0.0976455307
946	0.09755115509
947	0.09742534637
948	0.09730939865
949	0.09720690727
950	0.09711474419
951	0.09699029922
952	0.09694179535
953	0.09686208725
954	0.096798172
955	0.09667239189
956	0.09657331467
957	0.09651815414
958	0.09641145706
959	0.0963161087
960	0.0962308979
961	0.0961644268
962	0.09606842041
963	0.09597125053
964	0.09585765839
965	0.09577947617
966	0.09568740845
967	0.09561364174
968	0.09557775497
969	0.09551045418
970	0.0954504776
971	0.09535835266
972	0.09525322914
973	0.09515737534
974	0.09506813049
975	0.09496515274
976	0.09493598938
977	0.09483264923
978	0.0947586441
979	0.0946683979
980	0.0945675087
981	0.09446861267
982	0.094340868
983	0.0942625618
984	0.09418344498
985	0.09413502693
986	0.0939781189
987	0.09389674187
988	0.09380322456
989	0.09369596481
990	0.09359777451
991	0.09349494934
992	0.09341970444
993	0.09335863113
994	0.09324528694
995	0.09321780205
996	0.09315859795
997	0.0930994606
998	0.09300191879
999	0.09290079117
